Source,Program,Task_ID,Status,User_Name,Date_Time,Task_Name,Improvement_Type,GAIN,User_Review
excel_import,DORADO,Dorado-1247,Mihir wil check on SBR run,,2025-11-20,Reduce drive power off from 20s to 5s,TTR,,
excel_import,DORADO,Dorado-1248,Mihir wil check on SBR run,,2025-11-20,Pause time reduce from 20s to 3s,TTR,,
excel_import,DORADO,Droadao-1249,Mihir wil check on SBR run,,2025-11-20,Baud rate optimziation,TTR,,
excel_import,DORADO,Dorado-1092,Check with Ben,,2025-11-20,"Remove uACT1 ""milli"" actuator Bode",TTR,,
excel_import,DORADO,Droado-461,Let check more populatio in current mass,,2025-11-20,HSMR Conditional Certify HSMR 6C ,TTR,,
excel_import,DORADO,Dorado-622,Peerayoot will check with Rick,,2025-11-20,CRT2: T461: reduce zone mask to every 8th zone,TTR,,
excel_import,DORADO,Dorado-651,,,2025-11-20,Disable BPIC_SWEEP for TTR (35 min),TTR,,
excel_import,DORADO,Dorado-979,Need Mihir help,,2025-11-20,Dorado1 IBW with NoAdjTracks (fro weak write),TTR,,
excel_import,DORADO,Dorado-1228,,Mihir S,2025-11-20,Evaluate modification of Active Servo Flaw Table (ASFT) build algorithm,TTR,,
excel_import,DORADO,,"Plan rel PCO end WW18
6hd reli 500hr ckpt WW??
Packout WW??",,2025-11-20,4.4) PCO TTR Q4FY26 (PCO 5.x.x),TTR,,
excel_import,DORADO,Dorado-1029,update eval plan timing with new preamps  for when it can cut in,,2025-11-20,NDS to run in parallel with Soak (8 days savnigs),TTR,,
excel_import,DORADO,,,,2025-11-20,4.4) PCO TTR Q4FY26 (PCO 5.x.y),TTR,,
excel_import,DORADO,Dorado-1022,,,2025-11-20,TPI for iVBAR,TTR,,
excel_import,DORADO,Need Jira,Aaron  S to create,,2025-11-20,   Flex SAP update (intelligent - only when needed),TTR,,
excel_import,DORADO,Need Jira,Warachi ,,2025-11-20,Scopy higher time than Summit (HAMR - lower RPM RSEED + Laser cal +..),TTR,,
excel_import,DORADO,"WW24 eval rel WW44?? 20hd reli 500 hr ckpt
WW45 mp rel
",Est WW05 packout,put together plan for PROZ / Mango notification - Brian,2025-11-20,4.4) PCO TTR Q1FY27 (PCO 5.x.z),TTR,,
excel_import,DORADO,Dorado-1136,,,2025-11-20,NDS to utilize 2 or 4 head bank write,TTR,,
excel_import,DORADO,Dorado-439,,,2025-11-20,SMR: Shingled SMR adj writes for LBA,TTR,,
excel_import,DORADO,Dorado-516,,,2025-11-20,FPW DOE for 25 nm NFT (Dorado 2) ,TTR,,
excel_import,DORADO,Dorado-617,,,2025-11-20,SPIO MQM develoment - merge from PF3 trunk to Dorado branch,TTR,,
excel_import,DORADO,Dorado-624,,,2025-11-20,ZAP Iteration 3 ->2  TTR (with PROZ) (business trade-off - not approved),TTR,,
excel_import,DORADO,Dorado-813,,,2025-11-20,Dorado Goby 7 2.0 Sector skew in SPF,TTR,,
excel_import,DORADO,Dorado-519,,,2025-11-20,PROZ HSMR  (H-CMR& H-SMR customer approval needed),TTR,,
excel_import,DORADO,Dorado-903,,,2025-11-20,2 head Bank Write on FPW before VBAR,TTR,,
excel_import,DORADO,Dorado-1280,,,2025-11-20,FPW Removal (follow MarlinBP plan) + RGA on Dorado (FW35 reli ckpt),TTR,,
excel_import,DORADO,Dorado-461,,,2025-11-20,   HSMR Phase C (45 hrs for conditional read CMR),TTR,,
excel_import,DORADO,need Jira,Chris S creating Jira,,2025-11-20,Scopy Spiral Bank write,TTR,,
excel_import,DORADO,DORADO-905 ,,Korat FW,2025-11-20,POML All mode,TTR,,
excel_import,DORADO,,"Plan rel PCO end WW24?
6hd reli 500hr ckpt WW??
Packout WW??",,2025-11-20,4.5) PCO TTR Q1FY27 (PCO 4.x.z),TTR,,
excel_import,DORADO,Dorado-548,,,2025-11-20,Implement TOPAZ with PROZ (Z-PATH),TTR,,
excel_import,DORADO,need jira,,,2025-11-20,4 head Bank write on FPW before VBAR (not neeed if FPW removal intersects 1st),TTR,,
excel_import,DORADO,Dorado-907,,,2025-11-20,Dynamic Soak on Dorado,TTR,,
excel_import,DORADO,,,DC / Korat PE,2025-11-20,Enable STFL on SMR,TTR,,
excel_import,DORADO,need jira,,,2025-11-20,SMR Format removal (ref MBP-1730) (~25hrs)  (10% of drive write/Rd) hr TTR),TTR,,
excel_import,DORADO,Dorado-909,,,2025-11-20,Merge Master Format and SPFS (CMR only) (Goby 7),TTR,,
excel_import,DORADO,need jira,,DC,2025-11-20,Fast uJog in T299,TTR,,
excel_import,DORADO,,"Plan rel PCO end WW27
6hd reli 500hr ckpt WW??
Packout WW??",,2025-11-20,4.6) Parallel analysis,TTR,,
excel_import,DORADO,,,,2025-11-20,ACQPHZEST_SWEEP removal (CAL2),TTR,,
excel_import,DORADO,,,,2025-11-20,ACQPHZEST_SWEEP removal (CRT2),TTR,,
excel_import,DORADO,,,Korat FW,2025-11-20,Reduce drive off time,TTR,,
excel_import,DORADO,need jira,,Korat FW,2025-11-20,Update BPI/TPI FMT via PC file,TTR,,
excel_import,DORADO,need jira,,,2025-11-20,CRT2 Tripple Track BER monitor,TTR,,
excel_import,DORADO,need Jira,,DC,2025-11-20,Remove CAL2 SF3_DPCO data collection state,TTR,,
excel_import,DORADO,need Jira,,Xiao/Brian,2025-11-20,T33 calls/,TTR,,
excel_import,DORADO,need jira,,DC,2025-11-20,Write Opti - Read Reduction: 2 reads to 1 at CAL2,TTR,,
excel_import,DORADO,need jira,,Xiao/Brian,2025-11-20,FNC2 RRO_SCRN_x removal,TTR,,
excel_import,DORADO,need jira,,,2025-11-20,TTR: Remove PRE2 prm_282_hiResVCMBodeTemp,TTR,,
excel_import,DORADO,need jira,,,2025-11-20,TTR: CERT portion Powercycle,TTR,,
excel_import,DORADO,need jira,,DC TP/ARS,2025-11-20,T299: Disable Track Center Search,TTR,,
excel_import,DORADO,need jira,,DC,2025-11-20,Write Process Restructuring: Fix to VBAR Laser Setup,TTR,,
excel_import,DORADO,need jira,,DC,2025-11-20,Test Time: T297 Data Trimming at PRE2,TTR,,
excel_import,DORADO,need jira,,DC,2025-11-20,Test Time: T297 Data Trimming at CAL2,TTR,,
excel_import,DORADO,need jira,,,2025-11-20,T282 C0 sensitivity opti,TTR,,
excel_import,DORADO,need jira,,,2025-11-20,Erasure Testing - Fast Write Modes (T298/T299),TTR,,
excel_import,DORADO,need jira,,,2025-11-20,TTR: To close TT gap (vs Marlin) - BER measurement,TTR,,
excel_import,DORADO,need jira,,,2025-11-20,T282 sensitivity projection optimization - data & test time reduction,TTR,,
excel_import,DORADO,need jira,,Servo DC,2025-11-20,MarlinBP remove state (est. 43 hrs),TTR,,
excel_import,DORADO,need jira,,,2025-11-20,T451 Random Pattern Generation 5% TTR,TTR,,
excel_import,DORADO,need jira,,,2025-11-20,SPFS T2108 Read TTR by increasing CertTrkStep (SkInc) to 75 from default 30,TTR,,
excel_import,DORADO,?,,Korat FW/ARS DC,2025-11-20,T299 reduce num write,TTR,,
excel_import,DORADO,,,,2025-11-20,Reduce redundant zones test of VBAR_ATI,TTR,,
excel_import,DORADO,?,,DC,2025-11-20,"Project to remove UACT1 ""milli"" actuator",TTR,,
excel_import,DORADO,?,,Korat,2025-11-20,T285 DRCM opti,TTR,,
excel_import,DORADO,,,Korat FW,2025-11-20,T299 RAP Saving (4),TTR,,
excel_import,DORADO,,,Korat FW,2025-11-20,uJog Goby,TTR,,
excel_import,DORADO,,,Korat FW/Servo DC,2025-11-20,XBAR,TTR,,
excel_import,DORADO,,,Korat FW/ARS DC,2025-11-20,VBAR ATI predict			,TTR,,
excel_import,DORADO,,,,2025-11-20,Remove PWT opti,TTR,,
excel_import,DORADO,,,,2025-11-20,VBAR Laser Predition,TTR,,
excel_import,DORADO,,,,2025-11-20,WP opti Prediction,TTR,,
excel_import,DORADO,need jira,,DC,2025-11-20,T461 AC Erase Support,TTR,,
excel_import,DORADO,need jira,,,2025-11-20,FNC2 T150 Linearization monitor (1.2),TTR,,
excel_import,DORADO,need jira,,,2025-11-20,T461 similar to marlin JIRA1036,TTR,,
excel_import,DORADO,need jira,,,2025-11-20,PC file compression ,TTR,,
excel_import,DORADO,Dorado -1289,,,2025-11-20,OEE SPSC2 + PWT  ,TTR,,
excel_import,DORADO,,,,2025-11-20,Total MQM TTR,TTR,0.0,
excel_import,DORADO,,,,2025-11-20,Total NDS TTR,TTR,0.0,
excel_import,DORADO,,,,2025-11-20,Total Soak TTR,TTR,0.0,
excel_import,DORADO,,,,2025-11-20,Total  CERT TTR,TTR,,
excel_import,DORADO,,,,2025-11-20,PRE2 GMR_RES_2x monitor (0.2),TTR,,
excel_import,MARLIN BP,,Implemented FW2613 (PCO4.2.13),,2025-11-20,4.9) PCO 4.2.11/4.2.11A,TTR,0,
excel_import,MARLIN BP,,,,2025-11-20,NDS bank write on ramp when soak is less than 8 days) (9H heads only),TTR,,
excel_import,MARLIN BP,,,,2025-11-20,OEE SPSC2 + PWT  ,TTR,med risk,
excel_import,MARLIN BP,,,,2025-11-20,LZR state EWC optimiziation (multipl Jiras') ~30 hrs?,TTR,30,
excel_import,MARLIN BP,,,,2025-11-20,Scopy bank spiral write,TTR,4.6,
excel_import,MARLIN BP,,,,2025-11-20,Summit 350Hr items  (high risk),TTR,44,
excel_import,MARLIN BP,,,,2025-11-20,"New EWC ""nonlinearity"" (low risk)",TTR,55,
excel_import,MARLIN BP,,,,2025-11-20,PROZx (high risk),TTR,30,
excel_import,MARLIN BP,,,,2025-11-20,Scopy higher RPM wtir  (high risk),TTR,15,
excel_import,MARLIN BP,,,,2025-11-20,Flawscan higher RPM  (high risk),TTR,5,
excel_import,MARLIN BP,,,,2025-11-20,2rev -> 1 Rev ZAP (30hrs) - needs 2.3% ADC gain (over 9H plans)  (very high risk),TTR,30,
excel_import,MARLIN,,,,2025-11-20,     4.11) PCO7.1.11F - 2 hrs,TTR,0.0,
excel_import,MARLIN,,"released ww17, CP WW20",,2025-11-20,"     4.18) PCO7.3.03/A/B - Must be implement ww20 (LZR oper, L7)",TTR,,
excel_import,MARLIN,,"New RAP trk in crease730k to 820k 1.5hrs, LZP 5hr ZAP 2hrs
PE validate LZR TT increase CP21, Tue",,2025-11-20,       5) L7 test time increse from re-structuring,TTR,,
excel_import,MARLIN,MARLINCT-2210,Already in PCO7.3.03,,2025-11-20,"       6) WPOPTI: Pickup of SF3 TTR, and PF3 TTR   (2.5+1 hrs)",TTR,,
excel_import,MARLIN,MARLINCT-2168,Already in PCO7.3.03,,2025-11-20,       7) HAMR: Temperature Ramp Test - ASTB/VBAR Removal (5-10 hrs),TTR,,
excel_import,MARLIN,,,,2025-11-20,     4.19 PCO7.3.04 -  55 hrs - ,TTR,,
excel_import,MARLIN,MARLINCT-2235,Check SMR saving,,2025-11-20,       4) Opti Power cycle SPFS (T222 call),TTR,,
excel_import,MARLIN,,,,2025-11-20,"New EWC ""nonlinearity"" (low risk) require minimum 30 hrs to compensate LZR require DC TP work on this one PCO by Dec25 cut in Feb26",TTR,,
excel_import,SUMMIT,,,,2025-11-20,     4.7.7) Plan Phase#1A - 3.6 hrs (SU373GE_02)- SMPEXGE02,TTR,,
excel_import,SUMMIT,,,,2025-11-20,     4.7.8) Plan Phase#1B - 13.8 hrs (SU373GE_03) - SMPEXGE03,TTR,,
excel_import,SUMMIT,,,,2025-11-20,     4.7.9) Plan Phase#1A-A - 4.1 hrs (SU373GE_02-A) - SMPEXGE02A,TTR,,
excel_import,SUMMIT,DISC-CR0014332,,Chonnakarn,2025-11-20,Remove WRITE_POWER_TCC state in FNC2,TTR,0.2,
excel_import,SUMMIT,SUMMIT-2345,,SSDC TP,2025-11-20,"TTR: PWT optimization: DNLD_CODE, enableDiags, Powercycle (Phase#2)",TTR,?,
excel_import,SUMMIT,DISC-CR0014339,,Korat PE,2025-11-20,Remove BODE state in PRE2,TTR,0.03,
excel_import,SUMMIT,,,,2025-11-20,     4.7.10) Plan Phase#1D - 7 hrs (SU373GE_04),TTR,,
excel_import,SUMMIT,"SUMMIT-2361,
TSR-6762",,Victor,2025-11-20,TTR: Removal of main_w_mux opti state in CAL2,TTR,0.6,
