Business_Key,Source,Program,Task_ID,Status,User_Name,Date_Time,Task_Name,Improvement_Type,Change_Type,Import_Batch_ID,Import_TS,Reviewed_Flag
disc|summit|cr0012045,DISC,SUMMIT,CR0012045,Completed,Gronggaew Boonjuang,2024-02-20T15:34:48,SUMMIT: Enable run T257 via GSM sampling,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
disc|marlin|cr0012059,DISC,MARLIN,CR0012059,Completed,Sitthichai Pomthong,2024-02-28T11:17:45,Marlin: ATI write optimization in WP,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
disc|longspeak sata|cr0012062,DISC,LONGSPEAK SATA,CR0012062,Completed,Irin Siribannasit,2024-02-28T15:00:03,LongsPeak: Reduction of T130 DBI(FileID 8) backup calls at SPFS,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
disc|longspeak bp sata|cr0012066,DISC,LONGSPEAK BP SATA,CR0012066,Completed,Orathai Kajhonkam,2024-02-29T09:56:02,PCO releasing : PCO LPBP_3_07_01B,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
disc|longspeak bp sata|cr0012068,DISC,LONGSPEAK BP SATA,CR0012068,Completed,Ampol Meetee,2024-02-29T12:38:52,LPBP: VBAR_INIT prediction for LPBP4H media,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
disc|longspeak bp sata|cr0012077,DISC,LONGSPEAK BP SATA,CR0012077,Completed,Naruporn Srikullabut,2024-03-01T16:26:54,Reducetion of Test 130 DBI (FileID 8) backup calls at SPFS,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
disc|marlin|cr0012093,DISC,MARLIN,CR0012093,Completed,Sitthichai Pomthong,2024-03-07T10:10:35,Marlin: T451 zone alignment VBAR_ATI,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
disc|summit|cr0012094,DISC,SUMMIT,CR0012094,Completed,Atchara Tiantawatchakun,2024-03-07T12:44:16,Power Cycle Optimization,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
disc|summit|cr0012095,DISC,SUMMIT,CR0012095,Completed,Atchara Tiantawatchakun,2024-03-07T12:52:16,TTR T240 EAW Experiment,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
disc|marlin|cr0012100,DISC,MARLIN,CR0012100,Completed,Warachai Singjungreed,2024-03-08T12:46:18,ZBB Eval for MArlin,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
disc|marlin|cr0012101,DISC,MARLIN,CR0012101,Completed,Worawit Kanjanapruthipong,2024-03-08T15:17:19,T461 reduce NumRd/NumWr from 2 to 1,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
disc|marlin|cr0012109,DISC,MARLIN,CR0012109,Completed,Sitthichai Pomthong,2024-03-11T17:56:40,Marlin: Optimize updating BPI/TPI formats,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
disc|longspeak sata|cr0012114,DISC,LONGSPEAK SATA,CR0012114,Completed,Irin Siribannasit,2024-03-12T16:31:25,LongsPeak: ZFS feature over 1-rev ZAP by based PCO1.4.4,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
disc|marlin|cr0012120,DISC,MARLIN,CR0012120,Completed,Warachai Singjungreed,2024-03-13T15:39:54,Limit sector for W/R TRANSFER,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
disc|summit|cr0012123,DISC,SUMMIT,CR0012123,Completed,Natthakritta Rungtalay,2024-03-14T12:05:45,DOE for NumWrt 512 in T299_DS_ATI,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
disc|summit|cr0012130,DISC,SUMMIT,CR0012130,Completed,Gronggaew Boonjuang,2024-03-15T15:53:27,Allow Short FAIL_PROC for brain swap process after flash saving.,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
disc|summit|cr0012132,DISC,SUMMIT,CR0012132,Completed,Gronggaew Boonjuang,2024-03-15T18:17:56,Allow Short FAIL_PROC for brain swap process after flash saving PCO3.2.7,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
disc|evans bp sata|cr0012143,DISC,EVANS BP SATA,CR0012143,Completed,Gronggaew Boonjuang,2024-03-19T16:15:37,EvansBP WZ with digital pattern (CSO TTR v3.5),TTR,NEW,20251116-140537,2025-11-16T14:05:37,
disc|summit|cr0012202,DISC,SUMMIT,CR0012202,Completed,Gronggaew Boonjuang,2024-03-28T11:44:52,SUMMIT: OCZ-ZFS Repeatability Study for TTR on SMR,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
disc|marlin|cr0012205,DISC,MARLIN,CR0012205,Completed,Kittitus Samatthanaras,2024-03-28T14:44:50,DOE Issue TCG_PREP EC11044,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
disc|summit|cr0012211,DISC,SUMMIT,CR0012211,Completed,Gronggaew Boonjuang,2024-03-29T15:05:03,Summit CMR ZFS Repeatability,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
disc|marlin|cr0012212,DISC,MARLIN,CR0012212,Completed,Worawit Kanjanapruthipong,2024-03-29T15:48:11,POML OTF,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
disc|summit|cr0012213,DISC,SUMMIT,CR0012213,Completed,Worawit Kanjanapruthipong,2024-03-29T16:25:18,POML OTF,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
disc|marlin|cr0012214,DISC,MARLIN,CR0012214,Rejected at Development,Sitthichai Pomthong,2024-04-01T11:02:33,Marlin : Read sector time improvement,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
disc|longspeak sata|cr0012220,DISC,LONGSPEAK SATA,CR0012220,Completed,Orathai Kajhonkam,2024-04-02T10:29:25,PCO releasing : PCO1.5.1,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
disc|longspeak bp sata|cr0012243,DISC,LONGSPEAK BP SATA,CR0012243,Completed,Nontawat Nakul,2024-04-09T16:31:50,LPBP Rseed Move Hds Change Base PCO,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
disc|marlin|cr0012247,DISC,MARLIN,CR0012247,Completed,Warachai Singjungreed,2024-04-10T09:15:50,Limit sector for W/R TRANSFER with Repeat data.,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
disc|evans sata|cr0012248,DISC,EVANS SATA,CR0012248,Completed,Naruporn Srikullabut,2024-04-10T09:18:58,Change based on PCO for CSO and integrate TTR item,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
disc|marlin bp|cr0012250,DISC,MARLIN BP,CR0012250,Completed,Ronnakorn Yimgratok,2024-04-10T12:15:34,MarlinBP: Get buddy slot information,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
disc|summit|cr0012253,DISC,SUMMIT,CR0012253,Completed,Gronggaew Boonjuang,2024-04-11T10:53:11,DOE#2: Workaround to fix EC14527,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
disc|summit|cr0012262,DISC,SUMMIT,CR0012262,Completed,Gronggaew Boonjuang,2024-04-12T09:22:19,DOE#3: Workaround to fix EC14527,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
disc|summit|cr0012268,DISC,SUMMIT,CR0012268,Completed,Natthakritta Rungtalay,2024-04-12T12:33:44,DOE for Reduce NumWrt from 1000 to 512 in T299_DS_ATI,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
disc|marlin|cr0012276,DISC,MARLIN,CR0012276,Completed,Worawit Kanjanapruthipong,2024-04-18T16:55:48,POML OTF (updated),TTR,NEW,20251116-140537,2025-11-16T14:05:37,
disc|summit|cr0012285,DISC,SUMMIT,CR0012285,Completed,Gronggaew Boonjuang,2024-04-19T22:23:44,Leverage TTR VIBE/CALM feature,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
disc|longspeak sata|cr0012286,DISC,LONGSPEAK SATA,CR0012286,Completed,Irin Siribannasit,2024-04-20T18:30:22,LongsPeak: Dynamic Timeout improvement,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
disc|summit|cr0012309,DISC,SUMMIT,CR0012309,Completed,Sitthichai Pomthong,2024-04-26T12:03:31,Summit : VBAR_INIT Prediction sampling collection data,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
disc|marlin|cr0012316,DISC,MARLIN,CR0012316,Completed,Kriangkrai Kuskul,2024-04-26T17:34:18,Marlin : T55 ASTB overhead debug,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
disc|summit|cr0012320,DISC,SUMMIT,CR0012320,Completed,Gronggaew Boonjuang,2024-04-29T14:15:30,	SUMMIT: OCZ-ZFS Repeatability Study for TTR on SMR,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
disc|summit|cr0012326,DISC,SUMMIT,CR0012326,Completed,Gronggaew Boonjuang,2024-04-30T23:11:26,SUMMIT: OCZ-ZFS Repeatability Study for TTR on CMR,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
disc|summit|cr0012329,DISC,SUMMIT,CR0012329,Completed,Atchara Tiantawatchakun,2024-05-02T11:25:06,TTR T240 EAW Experiment with bypass failure,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
disc|summit|cr0012349,DISC,SUMMIT,CR0012349,Completed,Gronggaew Boonjuang,2024-05-06T23:03:39,SUMMIT: OCZ-ZFS Repeatability Study for TTR on CMR [PCO3.4.1E],TTR,NEW,20251116-140537,2025-11-16T14:05:37,
disc|summit|cr0012367,DISC,SUMMIT,CR0012367,Completed,Gronggaew Boonjuang,2024-05-10T16:38:12,SUMMIT: OCZ-ZFS Repeatability Study for TTR on SMR [PCO3.3.2],TTR,NEW,20251116-140537,2025-11-16T14:05:37,
disc|summit|cr0012373,DISC,SUMMIT,CR0012373,Completed,Natthakritta Rungtalay,2024-05-13T18:22:45,New T299 RAP saving optimization for CMR and HSMR,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
disc|summit|cr0012388,DISC,SUMMIT,CR0012388,Completed,Atchara Tiantawatchakun,2024-05-15T10:03:23,Power Cycle Optimization for SCOPY PCO3.4.1F,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
disc|summit|cr0012389,DISC,SUMMIT,CR0012389,Completed,Atchara Tiantawatchakun,2024-05-15T10:04:50,Power Cycle Optimization for PCO3.4.2,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
disc|marlin|cr0012411,DISC,MARLIN,CR0012411,Completed,Worawit Kanjanapruthipong,2024-05-17T16:06:57,POML OTF (reli qual),TTR,NEW,20251116-140537,2025-11-16T14:05:37,
disc|longspeak bp sata|cr0012412,DISC,LONGSPEAK BP SATA,CR0012412,Completed,Penpan Chaiwattanaroj,2024-05-17T16:13:20,MOD_MQM_CRT2 optimize,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
disc|longspeak bp sata|cr0012449,DISC,LONGSPEAK BP SATA,CR0012449,Completed,Naruporn Srikullabut,2024-05-28T17:22:00,FNC2 activities for TTR and PWL fix (duplicate CR0012210),TTR,NEW,20251116-140537,2025-11-16T14:05:37,
disc|marlin|cr0012451,DISC,MARLIN,CR0012451,Completed,Worawit Kanjanapruthipong,2024-05-29T11:58:04,POML WW,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
disc|summit|cr0012454,DISC,SUMMIT,CR0012454,Completed,Gronggaew Boonjuang,2024-05-29T17:46:36,SUMMIT: OCZ-ZFS ,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
disc|summit|cr0012462,DISC,SUMMIT,CR0012462,Completed,Gronggaew Boonjuang,2024-05-31T10:18:07,SUMMIT: Short reconfig flow (Mid Plan),TTR,NEW,20251116-140537,2025-11-16T14:05:37,
disc|longspeak sas|cr0012474,DISC,LONGSPEAK SAS,CR0012474,Rejected at Distribution,Wimonporn Netwong,2024-06-05T12:42:13,LP CCV2 EC10504 add flow recovery,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
disc|summit|cr0012475,DISC,SUMMIT,CR0012475,Completed,Worawit Kanjanapruthipong,2024-06-05T16:42:09,POML WW,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
disc|summit|cr0012483,DISC,SUMMIT,CR0012483,Completed,Gronggaew Boonjuang,2024-06-06T17:05:44,SUMMIT: OCZ-ZFS Repeatability Study for TTR on SMR [PCO3.4.2],TTR,NEW,20251116-140537,2025-11-16T14:05:37,
disc|summit|cr0012486,DISC,SUMMIT,CR0012486,Completed,Gronggaew Boonjuang,2024-06-07T10:17:39,SUMMIT: Short reconfig flow (Mid Plan),TTR,NEW,20251116-140537,2025-11-16T14:05:37,
disc|marlin|cr0012487,DISC,MARLIN,CR0012487,Awaiting Development,Sitthichai Pomthong,2024-06-07T11:28:35,Marlin: Final loop VBAR_ATI Prediction,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
disc|marlin|cr0012488,DISC,MARLIN,CR0012488,Completed,Warachai Singjungreed,2024-06-07T12:46:26,ZBB Eval for Marlin for CMR mode only,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
disc|marlin bp|cr0012495,DISC,MARLIN BP,CR0012495,Completed,Ronnakorn Yimgratok,2024-06-10T15:31:17,MarlinBP: IR_TEST_TIME report for iReovery restate,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
disc|longspeak sata|cr0012504,DISC,LONGSPEAK SATA,CR0012504,Completed,Worawut Boonruesi,2024-06-13T14:23:37,PCO releasing: PCO1.6.2A,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
disc|marlin|cr0012507,DISC,MARLIN,CR0012507,Completed,Worawit Kanjanapruthipong,2024-06-13T19:12:46,POML WW (2nd run),TTR,NEW,20251116-140537,2025-11-16T14:05:37,
disc|longspeak bp sata|cr0012523,DISC,LONGSPEAK BP SATA,CR0012523,Completed,rungnapa taithai,2024-06-18T20:32:43,Request CCV2 short flow for LPBP,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
disc|summit|cr0012524,DISC,SUMMIT,CR0012524,Completed,Atchara Tiantawatchakun,2024-06-19T09:25:17,Power Cycle Optimization Experiment based on PCO3.4.2,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
disc|longspeak sata|cr0012532,DISC,LONGSPEAK SATA,CR0012532,Completed,Irin Siribannasit,2024-06-21T10:16:23,LongsPeak: Request CCV2 short flow,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
disc|summit|cr0012535,DISC,SUMMIT,CR0012535,Completed,Atchara Tiantawatchakun,2024-06-24T12:44:24,Power Cycle Optimization Experiment based on PCO3.4.2 ver2,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
disc|summit|cr0012541,DISC,SUMMIT,CR0012541,Completed,Kriangkrai Kuskul,2024-06-25T15:11:19,SUMMIT : Write Opti: Read Averaging Reduction,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
disc|longspeak sata|cr0012557,DISC,LONGSPEAK SATA,CR0012557,Completed,Irin Siribannasit,2024-06-28T15:06:04,PCO releasing: PCO1.7.1A,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
disc|marlin|cr0012562,DISC,MARLIN,CR0012562,Completed,Kriangkrai Kuskul,2024-07-01T11:08:03,Marlin : variable lba W/R xfr evaluaion,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
disc|summit|cr0012582,DISC,SUMMIT,CR0012582,Completed,Atchara Tiantawatchakun,2024-07-04T11:16:14,Separate out tempSaturationDifferentialReq for HC and HL cell,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
disc|longspeak bp sata|cr0012584,DISC,LONGSPEAK BP SATA,CR0012584,Completed,Naruporn Srikullabut,2024-07-04T14:13:11,ZFS feature,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
disc|summit|cr0012586,DISC,SUMMIT,CR0012586,Completed,Atchara Tiantawatchakun,2024-07-04T15:34:01,Power Cycle Optimization skip 4 states CRT2,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
disc|osprey sas|cr0012588,DISC,OSPREY SAS,CR0012588,Completed,Punnathon Phatai,2024-07-04T18:51:21,Osprey: IR_TEST_TIME report for iReovery restate,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
disc|marlin|cr0012617,DISC,MARLIN,CR0012617,Completed,Worawit Kanjanapruthipong,2024-07-11T15:54:43,T461 Optimization (revise per Lewis),TTR,NEW,20251116-140537,2025-11-16T14:05:37,
disc|summit|cr0012632,DISC,SUMMIT,CR0012632,Completed,Gronggaew Boonjuang,2024-07-15T20:01:59,SUMMIT: OCZ-ZFS Version09C,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
disc|longspeak bp sata|cr0012636,DISC,LONGSPEAK BP SATA,CR0012636,Completed,Naruporn Srikullabut,2024-07-16T13:57:07,ZFS V2,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
disc|summit|cr0012645,DISC,SUMMIT,CR0012645,Completed,Kriangkrai Kuskul,2024-07-17T16:33:13,SUMMIT : ZAP prediction,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
disc|marlin|cr0012646,DISC,MARLIN,CR0012646,Rejected at Distribution,Phanom Nuangchomphoo,2024-07-17T17:19:31,Study merge Backend TP,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
disc|osprey sas|cr0012678,DISC,OSPREY SAS,CR0012678,Completed,Mongkol Bowornwiriyanat,2024-07-24T11:48:51,Change IR of 13426 CRT2 and add 48525 SCOPY IR,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
disc|longspeak bp sata|cr0012685,DISC,LONGSPEAK BP SATA,CR0012685,Completed,Naruporn Srikullabut,2024-07-25T09:03:53,Enable ZFS V3 (both CMR and HSMR),TTR,NEW,20251116-140537,2025-11-16T14:05:37,
disc|marlin|cr0012690,DISC,MARLIN,CR0012690,Completed,Petcharat Boonprasop,2024-07-25T16:48:18,Enable ZBB full mode (CMR&SMR),TTR,NEW,20251116-140537,2025-11-16T14:05:37,
disc|longspeak sata|cr0012694,DISC,LONGSPEAK SATA,CR0012694,Rejected at Approval,Chatchawan Taiwan,2024-07-29T23:37:01,Efesto HMSC timeout limit change,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
disc|longspeak bp sata|cr0012695,DISC,LONGSPEAK BP SATA,CR0012695,Completed,Naruporn Srikullabut,2024-07-30T11:28:27,ZFS V4,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
disc|evans bp sata|cr0012702,DISC,EVANS BP SATA,CR0012702,Completed,Petcharat Boonprasop,2024-07-31T16:02:03,EvansBP - Rerquest enable ZAP flaw scan.,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
disc|summit|cr0012706,DISC,SUMMIT,CR0012706,Completed,Gronggaew Boonjuang,2024-07-31T22:03:03,Summit: TTR-ZFS based on PCO3.5.0A,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
disc|longspeak sata|cr0012738,DISC,LONGSPEAK SATA,CR0012738,Completed,Worawut Boonruesi,2024-08-07T10:10:33,PCO releasing : PCO1.6.3A,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
disc|summit|cr0012746,DISC,SUMMIT,CR0012746,Completed,Suphaphit Saepu,2024-08-08T16:56:49,Summit: MRT2 Feature V2 Update,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
disc|summit|cr0012749,DISC,SUMMIT,CR0012749,Completed,Gronggaew Boonjuang,2024-08-08T18:20:43,SUMMIT: ZFS feature qualification,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
disc|longspeak bp sata|cr0012776,DISC,LONGSPEAK BP SATA,CR0012776,Completed,Naruporn Srikullabut,2024-08-15T15:57:21,Disable ZFS for SMR,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
disc|makara sata|cr0012779,DISC,MAKARA SATA,CR0012779,Completed,Punnathon Phatai,2024-08-16T10:42:29,MAKARA: Validate Zero pattern as move TCG_PREP before serial FMT,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
disc|longspeak sata|cr0012783,DISC,LONGSPEAK SATA,CR0012783,Completed,Worawut Boonruesi,2024-08-16T15:03:49,PCO releasing:PCO1.7.2A,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
disc|summit|cr0012785,DISC,SUMMIT,CR0012785,Completed,Gronggaew Boonjuang,2024-08-16T22:40:18,SUMMIT: T2108 SkInc settings for TTR,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
disc|summit|cr0012786,DISC,SUMMIT,CR0012786,Completed,Gronggaew Boonjuang,2024-08-16T22:43:18,SUMMIT: Reduction of Test 130 DBI (FileID 8) backup calls at SPFS,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
disc|summit|cr0012808,DISC,SUMMIT,CR0012808,Completed,Gronggaew Boonjuang,2024-08-22T14:47:41,Summit SMR SPFS with SkInc=20,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
disc|summit|cr0012810,DISC,SUMMIT,CR0012810,Completed,Gronggaew Boonjuang,2024-08-22T15:27:50,Enable PROZ feature by condition,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
disc|longspeak sata|cr0012812,DISC,LONGSPEAK SATA,CR0012812,Completed,Irin Siribannasit,2024-08-23T09:40:40,LongsPeak: Minor change to support 1-rev zap and ZFS,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
disc|summit|cr0012825,DISC,SUMMIT,CR0012825,Completed,Sitthichai Pomthong,2024-08-27T14:49:29,Summit: Zap Prediction evaluation phase,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
disc|summit|cr0012856,DISC,SUMMIT,CR0012856,Completed,Punnathon Phatai,2024-09-03T19:22:35,SUMMIT: Implement Write Power Set Prediction,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
disc|longspeak sata|cr0012864,DISC,LONGSPEAK SATA,CR0012864,Completed,Worawit Kanjanapruthipong,2024-09-04T18:15:15,T461 reduce NumRd/NumWr from 2 to 1,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
disc|summit|cr0012871,DISC,SUMMIT,CR0012871,Rejected at Distribution,Oosana Onjan,2024-09-05T18:24:48,Summit Request add T321 and limit candidate M1 M2,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
disc|longspeak bp sata|cr0012880,DISC,LONGSPEAK BP SATA,CR0012880,Completed,Naruporn Srikullabut,2024-09-09T15:19:36,Disable ZFS with IR special flow,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
disc|summit|cr0012883,DISC,SUMMIT,CR0012883,Completed,Gronggaew Boonjuang,2024-09-10T14:55:29,SUMMIT: ZFS feature qualification (reli),TTR,NEW,20251116-140537,2025-11-16T14:05:37,
disc|summit|cr0012888,DISC,SUMMIT,CR0012888,Completed,Suphaphit Saepu,2024-09-11T14:11:09,Summit : TTR experiment initiated Overclock in SF3,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
disc|longspeak sata|cr0012894,DISC,LONGSPEAK SATA,CR0012894,Completed,Irin Siribannasit,2024-09-12T16:00:24,LongsPeak: 1Rev ZAP + ZFS to correctly populate ZFF list during T275 retry,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
disc|evans bp sata|cr0012896,DISC,EVANS BP SATA,CR0012896,Completed,Petcharat Boonprasop,2024-09-12T16:37:34,EvansBP - TTR 1-rev  long seek delay optimization.,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
disc|evans bp sata|cr0012897,DISC,EVANS BP SATA,CR0012897,Completed,Petcharat Boonprasop,2024-09-12T16:43:36,EvansBP - TTR 1-rev + ZFS long seek delay optimization.,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
disc|summit|cr0012904,DISC,SUMMIT,CR0012904,Completed,Sitthichai Pomthong,2024-09-13T15:19:55,Summit: Final loop VBAR_ATI Prediction and reduce redundant ATI measurement,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
disc|evans bp sata|cr0012907,DISC,EVANS BP SATA,CR0012907,Completed,Petcharat Boonprasop,2024-09-16T14:59:15,EvansBP - TTR 1-rev + ZFS long seek delay optimizatin for rework drive.,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
disc|longspeak sata|cr0012921,DISC,LONGSPEAK SATA,CR0012921,Completed,Irin Siribannasit,2024-09-20T14:31:46,LongsPeak: Repeatability study for ZFS & 1 Rev (SBR A),TTR,NEW,20251116-140537,2025-11-16T14:05:37,
disc|longspeak sata|cr0012922,DISC,LONGSPEAK SATA,CR0012922,Completed,Irin Siribannasit,2024-09-20T14:47:27,LongsPeak: Repeatability study for ZFS & 1 Rev (SBR B),TTR,NEW,20251116-140537,2025-11-16T14:05:37,
disc|evans bp sata|cr0012923,DISC,EVANS BP SATA,CR0012923,Completed,Petcharat Boonprasop,2024-09-20T17:33:32,EvansBP: Repeatability study for ZFS & 1 Rev (SBR A),TTR,NEW,20251116-140537,2025-11-16T14:05:37,
disc|evans bp sata|cr0012924,DISC,EVANS BP SATA,CR0012924,Completed,Petcharat Boonprasop,2024-09-20T17:50:10,EvansBP: Repeatability study for ZFS & 1 Rev (SBR B),TTR,NEW,20251116-140537,2025-11-16T14:05:37,
disc|summit|cr0012927,DISC,SUMMIT,CR0012927,Completed,Sitthichai Pomthong,2024-09-23T09:58:53,Summit: Reduce redundants zones test of VBAR_ATI,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
disc|marlin|cr0012928,DISC,MARLIN,CR0012928,Completed,Sitthichai Pomthong,2024-09-23T10:37:38,Marlin: Reduce redundants zones test of VBAR_ATI,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
disc|evans bp sata|cr0012933,DISC,EVANS BP SATA,CR0012933,Completed,Petcharat Boonprasop,2024-09-24T16:24:14,EvansBP: Repeatability study for ZFS & 1 Rev (SBR C),TTR,NEW,20251116-140537,2025-11-16T14:05:37,
disc|marlin|cr0012935,DISC,MARLIN,CR0012935,Completed,Petcharat Boonprasop,2024-09-24T17:28:01,FNC2 TTR using optimization of T2108 Cert Track Step (SkInc) parameter,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
disc|evans bp sata|cr0012947,DISC,EVANS BP SATA,CR0012947,Rejected at Distribution,Petcharat Boonprasop,2024-09-27T17:17:29,EvansBP: Repeatability study for ZFS & 1 Rev (SBR D),TTR,NEW,20251116-140537,2025-11-16T14:05:37,
disc|evans bp sata|cr0012948,DISC,EVANS BP SATA,CR0012948,Completed,Petcharat Boonprasop,2024-09-27T17:29:13,EvansBP: Repeatability study for ZFS & 1 Rev (SBR E),TTR,NEW,20251116-140537,2025-11-16T14:05:37,
disc|summit|cr0012954,DISC,SUMMIT,CR0012954,Completed,Suphaphit Saepu,2024-10-01T12:22:59,Summit : TTR experiment initiated Overclock in SF3 [DOE2],TTR,NEW,20251116-140537,2025-11-16T14:05:37,
disc|longspeak sata|cr0012956,DISC,LONGSPEAK SATA,CR0012956,Completed,Sureeporn Sukchoosri,2024-10-01T16:59:39,IR_TEST_TIME report for iReovery restate,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
disc|marlin bp|cr0012963,DISC,MARLIN BP,CR0012963,Completed,Sitthichai Pomthong,2024-10-02T14:38:45,	MarlinBP: Optimize updating BPI/TPI formats by using PCfile,TTR,NEW,20251116-140537,2025-11-16T14:05:37,
disc|longspeak sata|cr0012968,DISC,LONGSPEAK SATA,CR0012968,Completed,Irin Siribannasit,2024-10-03T15:56:44,LongsPeak: Repeatability study for ZFS & 1 Rev (SBR C),TTR,NEW,20251116-140537,2025-11-16T14:05:37,
disc|evans bp sata|cr0012996,DISC,EVANS BP SATA,CR0012996,Completed,Petcharat Boonprasop,2024-10-10T11:07:22,EvansBP: Repeatability study for ZFS & 1 Rev (SBR F),TTR,NEW,20251116-140537,2025-11-16T14:05:37,
disc|evans bp sata|cr0012997,DISC,EVANS BP SATA,CR0012997,Completed,Petcharat Boonprasop,2024-10-10T11:09:44,EvansBP: Repeatability study for ZFS & 1 Rev (SBR G),TTR,NEW,20251116-140537,2025-11-16T14:05:37,
